uid,source,region,cost
1907,cpc_adwords,spb,45400
1908,smm,moscow,36600
1909,seo,orel,21400
1910,seo,ekb,37500
1911,cpc_adwords,ekb,47000
1912,cpc_adwords,orel,38500
1913,cpc_direct,spb,50000
1914,smm,volgograd,26300
1915,cpc_direct,moscow,47900
1916,cpc_direct,orel,39700
1917,smm,vladimir,28400
1918,seo,volgograd,27200
1919,smm,moscow,39900
1920,smm,volgograd,38600
1921,smm,ekb,45400
1922,cpc_adwords,ekb,47700
1923,seo,ekb,41600
1924,cpc_adwords,orel,47100
1925,smm,spb,22200
1926,cpc_direct,moscow,37700
1927,cpc_adwords,moscow,24800
1928,cpc_adwords,orel,37500
1929,cpc_direct,ekb,21800
1930,smm,volgograd,21100
1931,seo,volgograd,41300
1932,smm,spb,36100
1933,seo,orel,48400
1934,seo,vladimir,27300
1935,cpc_adwords,moscow,30000
1936,cpc_direct,volgograd,22400
1937,cpc_direct,moscow,32100
1938,cpc_adwords,moscow,41200
1939,cpc_direct,spb,32100
1940,seo,moscow,34600
1941,cpc_adwords,spb,30600
1942,cpc_adwords,moscow,29700
1943,cpc_adwords,vladimir,23900
1944,cpc_adwords,orel,35700
1945,smm,volgograd,28200
1946,smm,volgograd,24400
1947,smm,volgograd,35400
1948,cpc_adwords,spb,35700
1949,seo,ekb,33400
1950,seo,spb,37600
1951,cpc_direct,vladimir,40000
1952,cpc_direct,spb,44900
1953,cpc_adwords,moscow,49400
1954,smm,volgograd,40100
1955,cpc_adwords,spb,46400
1956,smm,ekb,30200
1957,smm,volgograd,30900
1958,smm,spb,39400
1959,cpc_direct,orel,36400
1960,cpc_direct,moscow,45900
1961,cpc_adwords,volgograd,47900
1962,cpc_direct,vladimir,48400
1963,cpc_direct,volgograd,38100
1964,cpc_adwords,vladimir,29800
1965,seo,orel,35700
1966,smm,volgograd,39400
1967,seo,volgograd,48500
1968,cpc_direct,vladimir,36800
1969,cpc_adwords,vladimir,33100
1970,seo,vladimir,49100
1971,smm,vladimir,49200
1972,cpc_adwords,volgograd,23200
1973,smm,volgograd,38100
1974,cpc_adwords,spb,48800
1975,cpc_adwords,volgograd,23000
1976,cpc_direct,vladimir,47900
1977,cpc_adwords,moscow,45800
1978,cpc_direct,moscow,33800
1979,cpc_direct,orel,21400
1980,smm,volgograd,22000
1981,cpc_direct,vladimir,23700
1982,smm,volgograd,43000
1983,cpc_adwords,vladimir,28200
1984,smm,orel,28000
1985,smm,volgograd,25600
1986,cpc_adwords,vladimir,39800
1987,smm,moscow,22000
1988,seo,spb,33700
1989,cpc_adwords,vladimir,46400
1990,cpc_direct,spb,38800
1991,cpc_direct,ekb,33200
1992,smm,spb,30000
1993,cpc_adwords,spb,31800
1994,cpc_adwords,moscow,42100
1995,seo,orel,21200
1996,cpc_adwords,ekb,45700
1997,smm,spb,37600
1998,seo,vladimir,31200
1999,seo,spb,25900
2000,smm,vladimir,30200
2001,seo,moscow,23000
2002,cpc_direct,orel,30000
2003,cpc_direct,moscow,24400
2004,seo,spb,49100
2005,seo,ekb,35100
2006,cpc_adwords,moscow,48300
2007,cpc_direct,orel,38700
2008,cpc_adwords,orel,47900
2009,seo,volgograd,31200
2010,cpc_adwords,moscow,46400
2011,smm,volgograd,44800
2012,cpc_adwords,volgograd,24400
2013,seo,volgograd,48600
2014,cpc_adwords,volgograd,48600
2015,seo,volgograd,23900
2016,cpc_adwords,ekb,36800
2017,seo,vladimir,41700
2018,cpc_direct,volgograd,42100
2019,smm,spb,40900
2020,smm,moscow,21700
2021,smm,vladimir,46400
2022,smm,orel,25400
2023,seo,orel,36600
2024,cpc_direct,orel,48300
2025,cpc_adwords,ekb,39500
2026,smm,vladimir,30000
2027,smm,moscow,40400
2028,cpc_direct,spb,30700
2029,cpc_direct,spb,49500
2030,cpc_adwords,orel,27900
2031,seo,volgograd,48500
2032,cpc_direct,spb,33800
2033,cpc_adwords,vladimir,27000
2034,cpc_direct,moscow,44200
2035,cpc_direct,ekb,48100
2036,cpc_adwords,spb,31600
2037,smm,volgograd,20600
2038,smm,vladimir,25600
2039,seo,spb,47000
2040,cpc_adwords,volgograd,41400
2041,smm,moscow,40200
2042,cpc_adwords,ekb,44900
2043,cpc_adwords,vladimir,35800
2044,cpc_direct,ekb,25400
2045,cpc_direct,orel,28900
2046,smm,orel,34000
2047,smm,volgograd,29500
2048,cpc_direct,ekb,37600
2049,cpc_direct,ekb,42300
2050,cpc_adwords,ekb,39500
2051,cpc_adwords,moscow,47400
2052,smm,spb,28500
2053,cpc_direct,spb,34100
2054,cpc_adwords,vladimir,22000
2055,smm,ekb,49000
2056,cpc_adwords,volgograd,36900
2057,smm,spb,37600
2058,smm,orel,35600
2059,smm,ekb,39500
2060,seo,orel,27000
2061,cpc_adwords,orel,25300
2062,smm,orel,34200
2063,cpc_adwords,orel,27800
2064,smm,orel,23000
2065,smm,orel,29800
2066,cpc_adwords,volgograd,49700
2067,smm,vladimir,48700
2068,smm,vladimir,40000
2069,seo,volgograd,23600
2070,cpc_adwords,spb,32500
2071,cpc_adwords,spb,21600
2072,seo,vladimir,29200
2073,cpc_direct,orel,30800
2074,seo,vladimir,44800
2075,cpc_adwords,orel,49500
2076,cpc_direct,orel,31900
2077,cpc_direct,volgograd,37000
2078,cpc_adwords,ekb,25800
2079,smm,orel,33000
2080,cpc_direct,orel,29000
2081,seo,vladimir,31500
2082,cpc_adwords,ekb,35000
2083,seo,volgograd,48500
2084,smm,ekb,49000
2085,cpc_direct,ekb,34200
2086,seo,vladimir,38800
2087,seo,spb,43500
2088,cpc_adwords,vladimir,46400
2089,seo,moscow,34100
2090,cpc_direct,moscow,33700
2091,cpc_direct,orel,35200
2092,seo,ekb,33200
2093,cpc_direct,ekb,40200
2094,cpc_adwords,orel,20800
2095,cpc_adwords,ekb,38300
2096,cpc_direct,volgograd,34800
2097,smm,spb,42600
2098,smm,moscow,39600
2099,cpc_adwords,vladimir,48900
2100,cpc_adwords,ekb,36700
2101,seo,spb,43200
2102,smm,vladimir,42900
2103,seo,volgograd,46600
2104,cpc_direct,volgograd,37400
2105,smm,spb,37500
2106,seo,volgograd,23400
2107,smm,volgograd,27400
2108,smm,orel,31600
2109,cpc_direct,spb,43400
2110,smm,moscow,27300
2111,cpc_direct,spb,47700
2112,cpc_direct,ekb,42900
2113,smm,spb,23700
2114,cpc_direct,orel,32900
2115,smm,moscow,42400
2116,smm,orel,25800
2117,seo,vladimir,37100
2118,cpc_adwords,volgograd,34900
2119,smm,volgograd,20000
2120,cpc_direct,ekb,34700
2121,cpc_adwords,moscow,44800
2122,seo,moscow,33000
2123,cpc_direct,moscow,31300
2124,smm,spb,24100
2125,cpc_adwords,orel,40900
2126,smm,ekb,38100
2127,smm,vladimir,29200
2128,cpc_adwords,moscow,23300
2129,cpc_direct,vladimir,27100
2130,seo,spb,36500
2131,smm,volgograd,36500
2132,seo,vladimir,48800
2133,seo,orel,25900
2134,cpc_adwords,vladimir,38600
2135,smm,spb,46800
2136,seo,ekb,34000
2137,cpc_direct,orel,21300
2138,cpc_direct,moscow,36300
2139,seo,moscow,46700
2140,cpc_direct,vladimir,45700
2141,smm,volgograd,30900
2142,smm,orel,46000
2143,cpc_adwords,spb,39900
2144,smm,moscow,34100
2145,cpc_adwords,spb,30800
2146,cpc_adwords,ekb,37300
2147,seo,volgograd,44300
2148,cpc_adwords,spb,25300
2149,cpc_direct,orel,39500
2150,cpc_adwords,ekb,38200
2151,smm,spb,40400
2152,seo,moscow,28800
2153,seo,volgograd,38500
2154,seo,volgograd,46700
2155,smm,spb,31900
2156,cpc_direct,spb,37700
2157,cpc_direct,ekb,24300
2158,cpc_direct,spb,36800
2159,smm,moscow,27200
2160,cpc_adwords,spb,23100
2161,seo,ekb,37000
2162,smm,vladimir,35000
2163,seo,moscow,24700
2164,seo,vladimir,46800
2165,cpc_adwords,volgograd,31100
2166,cpc_adwords,moscow,42600
2167,smm,moscow,35800
2168,seo,spb,34000
2169,seo,vladimir,29100
2170,seo,orel,40900
2171,smm,volgograd,35800
2172,smm,ekb,39900
2173,cpc_direct,vladimir,27100
2174,cpc_adwords,moscow,38400
2175,cpc_adwords,volgograd,43300
2176,cpc_adwords,volgograd,46700
2177,cpc_adwords,volgograd,28100
2178,seo,orel,27700
2179,seo,vladimir,29300
2180,cpc_direct,vladimir,29100
2181,smm,orel,33800
2182,seo,volgograd,31700
2183,smm,moscow,29100
2184,cpc_direct,vladimir,22700
2185,cpc_adwords,vladimir,39100
2186,cpc_direct,volgograd,39700
2187,cpc_adwords,vladimir,31500
2188,seo,ekb,29300
2189,seo,spb,43400
2190,smm,spb,27500
2191,cpc_direct,vladimir,44200
2192,seo,vladimir,49200
2193,seo,moscow,37300
2194,cpc_adwords,ekb,40700
2195,cpc_direct,volgograd,28600
2196,seo,volgograd,41500
2197,cpc_direct,orel,43300
2198,seo,ekb,39300
2199,cpc_adwords,volgograd,41800
2200,seo,orel,32100
2201,cpc_direct,vladimir,29300
2202,seo,moscow,28500
2203,smm,volgograd,39400
2204,cpc_adwords,ekb,22400
2205,cpc_adwords,vladimir,23100
2206,smm,orel,43000
2207,seo,ekb,42000
2208,cpc_adwords,vladimir,28600
2209,cpc_adwords,ekb,46900
2210,seo,moscow,33000
2211,cpc_adwords,ekb,34000
2212,smm,ekb,35100
2213,cpc_direct,moscow,34100
2214,seo,volgograd,28200
2215,smm,volgograd,33600
2216,seo,moscow,33800
2217,seo,orel,25100
2218,cpc_adwords,volgograd,34500
2219,cpc_adwords,orel,42400
2220,seo,vladimir,34100
2221,seo,vladimir,39600
2222,smm,moscow,36400
2223,cpc_adwords,spb,23300
2224,cpc_direct,volgograd,34800
2225,cpc_direct,ekb,30700
2226,cpc_adwords,orel,28000
2227,smm,vladimir,20200
2228,cpc_adwords,ekb,37100
2229,seo,spb,32100
2230,cpc_adwords,orel,22700
2231,seo,volgograd,40300
2232,cpc_adwords,moscow,31900
2233,cpc_adwords,orel,25000
2234,cpc_adwords,vladimir,43500
2235,smm,ekb,39100
2236,seo,orel,30100
2237,cpc_direct,volgograd,21100
2238,cpc_direct,orel,49500
2239,cpc_adwords,volgograd,39600
2240,cpc_direct,orel,42700
2241,smm,orel,34700
2242,smm,ekb,31700
2243,cpc_direct,spb,23700
2244,seo,volgograd,44400
2245,cpc_direct,moscow,20000
2246,cpc_direct,moscow,32100
2247,seo,vladimir,40100
2248,seo,orel,46400
2249,smm,spb,47300
2250,smm,ekb,43600
2251,seo,ekb,40200
2252,cpc_direct,spb,36300
2253,cpc_direct,spb,43900
2254,cpc_adwords,volgograd,38900
2255,smm,vladimir,33400
2256,cpc_direct,vladimir,47600
2257,cpc_direct,orel,41600
2258,smm,spb,24500
2259,seo,ekb,40400
2260,cpc_direct,vladimir,22900
2261,seo,ekb,50000
2262,seo,volgograd,22200
2263,cpc_adwords,orel,44600
2264,seo,spb,23500
2265,smm,moscow,25500
2266,smm,vladimir,28900
2267,cpc_adwords,orel,22500
2268,cpc_direct,moscow,31300
2269,cpc_adwords,vladimir,28100
2270,smm,orel,26900
2271,smm,volgograd,47300
2272,cpc_adwords,volgograd,36500
2273,seo,spb,23300
2274,smm,moscow,40900
2275,smm,ekb,39500
2276,cpc_adwords,moscow,26800
2277,cpc_adwords,orel,38000
2278,cpc_adwords,moscow,38400
2279,smm,vladimir,38400
2280,smm,orel,22400
2281,seo,orel,22700
2282,cpc_adwords,moscow,39600
2283,smm,vladimir,36500
2284,seo,orel,26100
2285,seo,vladimir,25100
2286,seo,volgograd,21000
2287,seo,vladimir,49100
2288,cpc_direct,spb,31600
2289,cpc_direct,orel,48000
2290,smm,vladimir,22900
2291,seo,moscow,48200
2292,cpc_adwords,moscow,32600
2293,cpc_direct,moscow,37000
2294,smm,moscow,45400
2295,seo,volgograd,23800
2296,cpc_adwords,spb,28200
2297,seo,ekb,24200
2298,cpc_adwords,vladimir,41600
2299,cpc_direct,orel,30300
2300,cpc_direct,spb,46700
2301,cpc_direct,volgograd,28400
2302,cpc_direct,spb,48200
2303,cpc_adwords,spb,48400
2304,smm,vladimir,38700
2305,cpc_direct,volgograd,34300
2306,seo,vladimir,31600
2307,cpc_direct,spb,20400
2308,smm,moscow,43600
2309,smm,volgograd,40200
2310,cpc_adwords,spb,39700
2311,cpc_adwords,ekb,33500
2312,seo,ekb,40600
2313,smm,moscow,48000
2314,smm,orel,23400
2315,cpc_adwords,spb,38800
2316,cpc_direct,orel,34300
2317,seo,orel,45400
2318,cpc_direct,spb,48200
2319,smm,ekb,40300
2320,smm,vladimir,38400
2321,cpc_direct,vladimir,40500
2322,smm,moscow,21100
2323,cpc_direct,orel,48100
2324,smm,volgograd,29700
2325,cpc_direct,ekb,23700
2326,cpc_adwords,moscow,28600
2327,smm,ekb,38600
2328,cpc_adwords,vladimir,30800
2329,seo,vladimir,45100
2330,smm,spb,22800
2331,seo,volgograd,28900
2332,smm,moscow,37700
2333,cpc_adwords,moscow,22700
2334,cpc_adwords,moscow,32500
2335,cpc_adwords,volgograd,30500
2336,seo,ekb,32900
2337,seo,volgograd,21200
2338,seo,spb,32400
2339,seo,spb,25100
2340,cpc_adwords,orel,47000
2341,seo,ekb,30300
2342,smm,spb,40900
2343,seo,orel,34800
2344,cpc_direct,vladimir,22000
2345,cpc_direct,moscow,27600
2346,smm,moscow,39300
2347,cpc_adwords,ekb,48600
2348,cpc_direct,orel,24000
2349,seo,volgograd,33100
2350,seo,ekb,41200
2351,cpc_adwords,moscow,37600
2352,cpc_direct,orel,44600
2353,smm,spb,28500
2354,seo,orel,38900
2355,cpc_direct,orel,44700
2356,seo,moscow,42300
2357,seo,moscow,40900
2358,smm,orel,35300
2359,smm,spb,23700
2360,smm,spb,39500
2361,cpc_adwords,vladimir,45900
2362,cpc_adwords,orel,27700
2363,smm,vladimir,33200
2364,smm,volgograd,41800
2365,seo,vladimir,45100
2366,cpc_direct,orel,35600
2367,cpc_direct,spb,26000
2368,seo,vladimir,20100
2369,smm,volgograd,30600
2370,cpc_adwords,moscow,30700
2371,smm,orel,39500
2372,smm,moscow,48300
2373,cpc_direct,ekb,38000
2374,cpc_direct,orel,20300
2375,cpc_adwords,moscow,22700
2376,cpc_direct,ekb,33800
2377,cpc_direct,moscow,32700
2378,cpc_adwords,spb,47500
2379,cpc_direct,moscow,36000
2380,seo,moscow,30900
2381,cpc_direct,moscow,44200
2382,smm,spb,39900
2383,smm,ekb,26600
2384,seo,orel,47400
2385,smm,orel,25000
2386,cpc_adwords,moscow,22800
2387,smm,orel,34500
2388,seo,ekb,33600
2389,cpc_adwords,orel,37100
2390,cpc_adwords,moscow,41400
2391,smm,spb,29000
2392,cpc_direct,spb,33100
2393,seo,orel,38900
2394,seo,orel,42000
2395,cpc_adwords,orel,24700
2396,seo,ekb,46300
2397,cpc_adwords,volgograd,37400
2398,cpc_adwords,moscow,37100
2399,smm,orel,38800
2400,seo,ekb,27100
2401,cpc_adwords,orel,39700
2402,seo,volgograd,30400
2403,seo,vladimir,33100
2404,smm,orel,22700
2405,cpc_adwords,moscow,39600
2406,cpc_adwords,ekb,49800
2407,smm,volgograd,43400
2408,seo,vladimir,30000
2409,cpc_adwords,orel,34400
2410,smm,volgograd,44700
2411,cpc_direct,moscow,43000
2412,seo,volgograd,38900
2413,smm,spb,49400
2414,cpc_direct,spb,24800
2415,cpc_direct,orel,28500
2416,cpc_direct,moscow,47500
2417,cpc_direct,orel,37700
2418,smm,orel,28300
2419,cpc_direct,orel,35700
2420,seo,spb,21600
2421,cpc_adwords,orel,43800
2422,cpc_direct,orel,28400
2423,smm,orel,47200
2424,seo,moscow,35900
2425,seo,orel,40100
2426,seo,moscow,45200
2427,cpc_adwords,orel,28200
2428,smm,vladimir,48700
2429,cpc_adwords,orel,31200
2430,seo,orel,35300
2431,smm,volgograd,39300
2432,seo,volgograd,33600
2433,cpc_adwords,moscow,41200
2434,cpc_adwords,orel,28200
2435,seo,orel,22000
2436,smm,moscow,32600
2437,smm,spb,37400
2438,seo,vladimir,30600
2439,seo,ekb,39800
2440,cpc_direct,moscow,20400
2441,cpc_adwords,moscow,36800
2442,seo,moscow,41700
2443,cpc_adwords,moscow,23400
2444,cpc_adwords,spb,45900
2445,smm,ekb,30800
2446,cpc_direct,vladimir,45300
2447,cpc_direct,vladimir,38800
2448,seo,vladimir,39700
2449,cpc_direct,ekb,37900
2450,cpc_direct,volgograd,49500
2451,cpc_direct,orel,35200
2452,cpc_adwords,spb,25000
2453,smm,vladimir,48100
2454,seo,orel,24000
2455,cpc_adwords,volgograd,29000
2456,smm,vladimir,49600
2457,seo,ekb,24300
2458,seo,volgograd,23100
2459,smm,spb,46000
2460,seo,vladimir,34800
2461,cpc_adwords,ekb,37100
2462,cpc_direct,spb,29800
2463,smm,orel,27400
2464,seo,moscow,26200
2465,cpc_direct,moscow,47000
2466,cpc_adwords,orel,27200
2467,seo,volgograd,20000
2468,smm,spb,26300
2469,seo,volgograd,25500
2470,cpc_direct,orel,38700
2471,cpc_direct,spb,21500
2472,cpc_direct,orel,36700
2473,cpc_adwords,vladimir,36800
2474,seo,ekb,48700
2475,cpc_adwords,ekb,20300
2476,smm,volgograd,45000
2477,cpc_direct,spb,24400
2478,smm,spb,26000
2479,seo,moscow,33700
2480,cpc_direct,ekb,40300
2481,cpc_adwords,orel,27800
2482,smm,ekb,35600
2483,cpc_direct,vladimir,32900
2484,cpc_adwords,orel,47100
2485,cpc_adwords,orel,22000
2486,cpc_direct,spb,30200
2487,seo,volgograd,26900
2488,smm,ekb,23700
2489,cpc_direct,vladimir,39300
2490,cpc_direct,ekb,46300
2491,smm,volgograd,28400
2492,seo,vladimir,25100
2493,seo,ekb,31700
2494,seo,ekb,41300
2495,cpc_direct,moscow,41600
2496,seo,orel,30300
2497,cpc_adwords,moscow,37900
2498,smm,vladimir,27200
2499,cpc_direct,vladimir,26400
2500,seo,volgograd,37200
2501,seo,moscow,23800
2502,smm,ekb,46100
2503,smm,vladimir,31400
2504,cpc_direct,spb,45400
2505,cpc_adwords,volgograd,20500
2506,cpc_direct,vladimir,38100
2507,smm,spb,21900
2508,seo,volgograd,44500
2509,cpc_adwords,spb,21100
2510,smm,moscow,30700
2511,seo,spb,43500
2512,cpc_direct,orel,33300
2513,seo,vladimir,23900
2514,cpc_direct,spb,36900
2515,cpc_adwords,vladimir,34300
2516,smm,spb,36900
2517,smm,moscow,21000
2518,cpc_direct,moscow,48700
2519,smm,orel,45100
2520,cpc_direct,orel,42500
2521,smm,vladimir,26200
2522,smm,vladimir,26400
2523,cpc_adwords,ekb,34100
2524,smm,vladimir,37200
2525,seo,ekb,42000
2526,cpc_direct,vladimir,49200
2527,smm,moscow,26500
2528,cpc_adwords,ekb,28700
2529,cpc_adwords,ekb,41700
2530,cpc_direct,orel,23500
2531,cpc_direct,moscow,22300
2532,smm,moscow,27700
2533,cpc_adwords,orel,29300
2534,seo,vladimir,40000
2535,cpc_adwords,orel,29300
2536,cpc_adwords,vladimir,49400
2537,cpc_direct,ekb,28900
2538,cpc_adwords,spb,34800
2539,seo,orel,33300
2540,smm,volgograd,34200
2541,cpc_adwords,moscow,24400
2542,cpc_adwords,vladimir,23100
2543,seo,volgograd,23700
2544,cpc_adwords,moscow,42700
2545,seo,volgograd,49200
2546,smm,spb,25300
2547,cpc_direct,spb,49500
2548,smm,volgograd,38600
2549,seo,orel,48600
2550,cpc_adwords,spb,23900
2551,cpc_adwords,vladimir,47500
2552,seo,ekb,39600
2553,seo,orel,38700
2554,seo,vladimir,20800
2555,seo,moscow,35200
2556,smm,moscow,27100
2557,cpc_adwords,volgograd,27300
2558,seo,ekb,26500
2559,smm,moscow,38200
2560,seo,moscow,39100
2561,cpc_adwords,volgograd,38500
2562,smm,spb,42900
2563,seo,volgograd,33900
2564,cpc_adwords,volgograd,42500
2565,cpc_adwords,moscow,34700
2566,smm,orel,30000
2567,cpc_adwords,volgograd,24800
2568,smm,volgograd,46400
2569,cpc_direct,volgograd,49600
2570,cpc_direct,orel,33800
2571,seo,volgograd,37400
2572,seo,ekb,20700
2573,cpc_direct,orel,26700
2574,cpc_direct,moscow,26100
2575,smm,vladimir,33700
2576,cpc_adwords,orel,32800
2577,cpc_adwords,orel,41400
2578,smm,spb,25500
2579,cpc_adwords,ekb,40400
2580,cpc_direct,moscow,47400
2581,cpc_adwords,ekb,48200
2582,seo,ekb,34300
2583,seo,vladimir,33400
2584,seo,volgograd,30900
2585,smm,volgograd,48000
2586,seo,moscow,33700
2587,seo,moscow,32200
2588,cpc_direct,vladimir,47300
2589,seo,ekb,38600
2590,cpc_direct,orel,42200
2591,smm,vladimir,36200
2592,cpc_direct,ekb,47600
2593,seo,spb,23300
2594,seo,spb,36500
2595,smm,vladimir,22600
2596,seo,volgograd,38300
2597,seo,spb,24800
2598,seo,volgograd,32500
2599,cpc_direct,ekb,35400
2600,cpc_direct,spb,25100
2601,cpc_adwords,moscow,36200
2602,cpc_direct,orel,45500
2603,cpc_direct,moscow,22300
2604,smm,ekb,38900
2605,seo,volgograd,21800
2606,seo,volgograd,47500
2607,smm,vladimir,33000
2608,cpc_adwords,spb,27000
2609,cpc_direct,volgograd,40700
2610,seo,volgograd,40900
2611,smm,orel,25800
2612,seo,volgograd,23500
2613,cpc_direct,volgograd,24300
2614,seo,moscow,39500
2615,cpc_adwords,orel,30600
2616,cpc_adwords,volgograd,23600
2617,seo,moscow,27300
2618,seo,volgograd,34900
2619,seo,orel,24700
2620,smm,moscow,22200
2621,cpc_direct,orel,25500
2622,cpc_adwords,moscow,41400
2623,seo,orel,43300
2624,smm,orel,40600
2625,smm,orel,47000
2626,cpc_adwords,spb,21400
2627,cpc_adwords,moscow,24600
2628,cpc_adwords,vladimir,21700
2629,smm,ekb,40600
2630,smm,spb,31800
2631,smm,vladimir,23900
2632,smm,moscow,28500
2633,seo,vladimir,26300
2634,smm,vladimir,28600
2635,seo,orel,46700
2636,cpc_adwords,spb,21200
2637,seo,ekb,26300
2638,cpc_adwords,orel,43800
2639,cpc_direct,vladimir,44700
2640,smm,moscow,22200
2641,cpc_adwords,vladimir,22700
2642,seo,moscow,48800
2643,smm,spb,42600
2644,seo,moscow,33800
2645,cpc_adwords,spb,49600
2646,smm,vladimir,26100
2647,cpc_direct,volgograd,35700
2648,cpc_direct,volgograd,24100
2649,seo,orel,42200
2650,cpc_direct,ekb,47000
2651,cpc_adwords,orel,20700
2652,cpc_adwords,volgograd,42100
2653,seo,volgograd,40700
2654,cpc_adwords,ekb,22500
2655,smm,vladimir,43000
2656,cpc_direct,ekb,44100
2657,seo,spb,23300
2658,seo,vladimir,48500
2659,seo,moscow,25400
2660,smm,spb,44500
2661,cpc_direct,vladimir,39800
2662,cpc_adwords,ekb,40400
2663,seo,spb,22600
2664,cpc_adwords,ekb,45000
2665,cpc_direct,ekb,25800
2666,cpc_direct,spb,40400
2667,smm,spb,42000
2668,cpc_direct,volgograd,35500
2669,cpc_adwords,orel,46900
2670,cpc_adwords,orel,41600
2671,cpc_direct,vladimir,26600
2672,seo,volgograd,32500
2673,smm,vladimir,41000
2674,cpc_adwords,spb,32500
2675,seo,volgograd,26000
2676,smm,ekb,40100
2677,cpc_direct,moscow,39400
2678,cpc_direct,vladimir,41500
2679,smm,vladimir,21900
2680,cpc_adwords,orel,22600
2681,smm,vladimir,49200
2682,smm,ekb,28600
2683,smm,vladimir,23200
2684,smm,vladimir,32800
2685,seo,spb,31600
2686,cpc_direct,vladimir,42500
2687,cpc_adwords,spb,34600
2688,cpc_direct,ekb,20000
2689,smm,moscow,25000
2690,cpc_direct,orel,28300
2691,cpc_adwords,spb,23900
2692,seo,volgograd,25400
2693,smm,moscow,36200
2694,cpc_adwords,volgograd,45100
2695,seo,vladimir,24900
2696,seo,moscow,26800
2697,cpc_direct,vladimir,20800
2698,cpc_direct,ekb,34200
2699,cpc_adwords,vladimir,43300
2700,cpc_direct,orel,48400
2701,smm,ekb,26600
2702,cpc_direct,orel,26100
2703,cpc_direct,spb,50000
2704,cpc_adwords,vladimir,49000
2705,smm,ekb,45600
2706,seo,vladimir,21100
2707,cpc_adwords,orel,26200
2708,seo,orel,26000
2709,smm,volgograd,44900
2710,cpc_adwords,moscow,23000
2711,seo,ekb,45100
2712,smm,vladimir,45200
2713,smm,vladimir,31800
2714,cpc_adwords,moscow,36900
2715,seo,spb,23500
2716,cpc_direct,moscow,35100
2717,cpc_direct,volgograd,30200
2718,cpc_direct,orel,49000
2719,smm,vladimir,35400
2720,cpc_adwords,orel,40900
2721,smm,vladimir,46100
2722,seo,vladimir,45000
2723,smm,volgograd,43000
2724,smm,vladimir,31100
2725,cpc_direct,vladimir,36100
2726,seo,orel,21600
2727,seo,spb,34600
2728,smm,spb,36500
2729,cpc_adwords,orel,28100
2730,smm,spb,24900
2731,cpc_direct,ekb,36600
2732,cpc_direct,moscow,27900
2733,smm,vladimir,38000
2734,cpc_direct,vladimir,47800
2735,seo,vladimir,35500
2736,cpc_adwords,vladimir,38100
2737,seo,spb,39500
2738,cpc_adwords,spb,46300
2739,cpc_direct,ekb,43400
2740,cpc_adwords,orel,40600
2741,seo,moscow,43100
2742,smm,moscow,27700
2743,seo,volgograd,26000
2744,cpc_adwords,moscow,33800
2745,cpc_direct,vladimir,24000
2746,smm,orel,35400
2747,smm,volgograd,33500
2748,seo,volgograd,39500
2749,cpc_adwords,vladimir,49500
2750,smm,moscow,20300
2751,smm,ekb,30500
2752,cpc_direct,volgograd,20900
2753,smm,moscow,42500
2754,cpc_adwords,volgograd,46500
2755,cpc_adwords,orel,27700
2756,seo,moscow,23300
2757,smm,moscow,41300
2758,seo,ekb,46600
2759,cpc_direct,volgograd,32500
2760,smm,ekb,40100
2761,cpc_adwords,spb,31600
2762,cpc_adwords,volgograd,21800
2763,smm,spb,23900
2764,cpc_direct,spb,23300
2765,seo,volgograd,33300
2766,cpc_direct,spb,34900
2767,seo,moscow,37100
2768,seo,vladimir,36900
2769,seo,vladimir,33600
2770,seo,volgograd,47100
2771,smm,ekb,49200
2772,smm,ekb,39700
2773,cpc_adwords,volgograd,34000
2774,cpc_direct,orel,46600
2775,cpc_direct,orel,21900
2776,smm,ekb,33800
2777,cpc_direct,moscow,21100
2778,smm,vladimir,41500
2779,seo,spb,33800
2780,cpc_direct,ekb,40100
2781,cpc_adwords,ekb,48100
2782,seo,vladimir,23600
2783,smm,moscow,20200
2784,seo,vladimir,25700
2785,smm,vladimir,39900
2786,cpc_adwords,ekb,23500
2787,cpc_adwords,moscow,21400
2788,cpc_direct,moscow,34500
2789,smm,orel,31300
2790,seo,moscow,26200
2791,cpc_direct,orel,41100
2792,seo,volgograd,38100
2793,smm,orel,47600
2794,cpc_direct,ekb,28700
2795,cpc_adwords,orel,36300
2796,cpc_adwords,moscow,41200
2797,seo,orel,22900
2798,smm,ekb,36300
2799,cpc_direct,ekb,22800
2800,cpc_adwords,spb,46100
2801,cpc_direct,moscow,37200
2802,seo,spb,22100
2803,seo,orel,46700
2804,smm,ekb,35000
2805,smm,vladimir,25900
2806,cpc_adwords,vladimir,38000
2807,seo,moscow,23300
2808,cpc_direct,volgograd,28300
2809,smm,spb,48300
2810,seo,spb,39700
2811,smm,moscow,20600
2812,cpc_direct,ekb,35000
2813,smm,vladimir,22400
2814,cpc_direct,volgograd,38600
2815,smm,vladimir,45300
2816,cpc_direct,ekb,48600
2817,cpc_adwords,volgograd,38800
2818,smm,moscow,45200
2819,cpc_direct,spb,48800
2820,smm,moscow,49500
2821,cpc_direct,moscow,41500
2822,smm,orel,34100
2823,seo,ekb,45700
2824,seo,orel,24300
2825,cpc_adwords,spb,46600
2826,seo,orel,21600
2827,smm,volgograd,33800
2828,seo,moscow,20500
2829,cpc_direct,ekb,21400
