uid,date,event_type,price,cogs
1733,4/1/20,purchase,177100,134596
1733,3/30/20,visit,,
1733,3/30/20,visit,,
1733,3/31/20,visit,,
1733,4/4/20,visit,,
1733,4/4/20,purchase,124100,31025
1733,3/29/20,visit,,
1733,4/3/20,visit,,
1702,4/1/20,visit,,
1702,4/1/20,purchase,94400,67024
1702,4/3/20,visit,,
1702,3/31/20,visit,,
1702,3/29/20,visit,,
1747,4/3/20,visit,,
1747,4/3/20,purchase,143300,58753
1747,3/30/20,visit,,
1747,4/2/20,visit,,
1747,3/30/20,visit,,
1747,3/30/20,purchase,118200,82740
1747,3/29/20,visit,,
1747,4/2/20,visit,,
1747,3/31/20,visit,,
1747,3/31/20,purchase,86900,25201
1747,4/3/20,visit,,
1747,3/30/20,visit,,
2123,3/30/20,visit,,
2123,4/1/20,visit,,
2123,3/31/20,visit,,
2123,4/2/20,visit,,
2123,4/2/20,purchase,165200,56168
2123,3/29/20,visit,,
2123,3/29/20,visit,,
2123,4/2/20,visit,,
2123,4/1/20,visit,,
2123,3/30/20,visit,,
2123,3/30/20,purchase,50800,36068
2112,3/29/20,visit,,
2136,4/4/20,visit,,
2136,4/2/20,visit,,
2031,3/31/20,visit,,
2031,4/4/20,visit,,
2031,3/30/20,visit,,
2031,4/1/20,visit,,
2031,4/1/20,purchase,116900,58450
2031,4/4/20,visit,,
2031,3/29/20,visit,,
2031,4/1/20,visit,,
2031,4/1/20,visit,,
1984,4/2/20,visit,,
1984,3/31/20,visit,,
1984,3/31/20,purchase,53800,15064
1984,4/1/20,visit,,
1984,3/31/20,visit,,
1984,4/1/20,visit,,
1984,4/1/20,purchase,83900,45306
1822,4/2/20,visit,,
1822,4/4/20,visit,,
1822,4/1/20,visit,,
1800,4/2/20,visit,,
1800,3/29/20,visit,,
1800,4/1/20,visit,,
1800,3/30/20,visit,,
2081,4/2/20,visit,,
1881,4/4/20,visit,,
1881,3/29/20,visit,,
1881,3/31/20,visit,,
1881,4/4/20,visit,,
2130,4/1/20,visit,,
2130,4/3/20,visit,,
2130,4/4/20,visit,,
1960,3/30/20,visit,,
1960,4/4/20,visit,,
1960,4/1/20,visit,,
1960,3/29/20,visit,,
1960,4/1/20,visit,,
1960,3/30/20,visit,,
2003,4/4/20,visit,,
2003,4/4/20,visit,,
2003,4/4/20,purchase,109600,58088
2003,3/29/20,visit,,
2003,4/3/20,visit,,
1920,3/29/20,visit,,
1920,3/29/20,purchase,13700,8220
1920,4/2/20,visit,,
1920,3/31/20,visit,,
1920,4/4/20,visit,,
1920,4/3/20,visit,,
1920,3/30/20,visit,,
1920,4/2/20,visit,,
1920,4/3/20,visit,,
1862,4/4/20,visit,,
1862,4/2/20,visit,,
1862,4/2/20,purchase,122200,72098
1862,3/30/20,visit,,
1862,4/3/20,visit,,
1862,4/3/20,visit,,
1862,4/4/20,visit,,
1862,3/29/20,visit,,
1862,4/2/20,visit,,
2078,4/1/20,visit,,
2078,4/3/20,visit,,
2078,3/31/20,visit,,
2078,4/1/20,visit,,
2078,4/1/20,purchase,64400,27692
2078,3/31/20,visit,,
2078,4/2/20,visit,,
2078,3/29/20,visit,,
2078,3/30/20,visit,,
2078,4/3/20,visit,,
1866,4/4/20,visit,,
1866,3/29/20,visit,,
1866,4/1/20,visit,,
1866,4/1/20,purchase,172900,77805
1866,3/30/20,visit,,
1866,3/29/20,visit,,
1866,3/30/20,visit,,
1866,4/4/20,visit,,
1866,4/4/20,purchase,26900,18830
1903,4/4/20,visit,,
1903,4/4/20,purchase,166700,55011
1876,3/29/20,visit,,
1876,3/31/20,visit,,
1876,4/2/20,visit,,
1807,4/3/20,visit,,
1807,3/30/20,visit,,
1807,4/3/20,visit,,
1807,4/3/20,visit,,
1807,4/2/20,visit,,
1807,4/3/20,visit,,
1807,4/3/20,visit,,
1807,3/30/20,visit,,
1807,4/1/20,visit,,
1717,3/30/20,visit,,
1717,3/29/20,visit,,
1717,4/3/20,visit,,
2170,3/29/20,visit,,
2170,3/29/20,purchase,17800,9434
2170,4/4/20,visit,,
2170,4/2/20,visit,,
2170,3/31/20,visit,,
2170,4/3/20,visit,,
2079,4/1/20,visit,,
2079,3/29/20,visit,,
2079,4/2/20,visit,,
2079,4/4/20,visit,,
2079,3/30/20,visit,,
2079,4/4/20,visit,,
2079,4/2/20,visit,,
2079,3/30/20,visit,,
1935,3/29/20,visit,,
1935,3/29/20,visit,,
1935,3/29/20,purchase,66900,29436
1935,3/29/20,visit,,
1935,3/29/20,visit,,
1935,4/2/20,visit,,
1935,3/29/20,visit,,
1935,3/29/20,purchase,181800,69084
1935,4/1/20,visit,,
1935,4/1/20,purchase,149400,49302
1924,3/29/20,visit,,
1924,3/29/20,visit,,
1924,4/2/20,visit,,
1924,3/30/20,visit,,
1924,3/29/20,visit,,
2214,3/29/20,visit,,
2214,3/29/20,purchase,137100,71292
2214,4/2/20,visit,,
2092,4/2/20,visit,,
2092,4/1/20,visit,,
2092,3/29/20,visit,,
2092,3/29/20,purchase,95100,36138
2092,4/2/20,visit,,
2092,4/4/20,visit,,
2092,4/4/20,visit,,
2096,4/4/20,visit,,
2096,4/4/20,purchase,25700,13107
2096,3/31/20,visit,,
2096,4/4/20,visit,,
2096,3/30/20,visit,,
2096,4/1/20,visit,,
2096,3/30/20,visit,,
1986,4/3/20,visit,,
1986,4/3/20,purchase,14700,7203
1986,3/29/20,visit,,
1986,3/31/20,visit,,
1986,4/3/20,visit,,
1986,3/30/20,visit,,
1986,3/30/20,visit,,
1986,3/30/20,purchase,26600,19684
2165,4/4/20,visit,,
2165,3/29/20,visit,,
2165,3/30/20,visit,,
2165,4/4/20,visit,,
2165,3/30/20,visit,,
2165,3/31/20,visit,,
2165,4/3/20,visit,,
2165,4/3/20,visit,,
1936,3/31/20,visit,,
1936,3/30/20,visit,,
1936,3/29/20,visit,,
1936,3/29/20,visit,,
1936,4/1/20,visit,,
1936,4/1/20,purchase,99600,27888
1936,4/2/20,visit,,
1936,4/2/20,visit,,
1936,4/3/20,visit,,
1936,4/1/20,visit,,
1936,4/1/20,purchase,97100,24275
1898,3/29/20,visit,,
1969,4/3/20,visit,,
1969,4/3/20,purchase,49500,26235
1969,3/29/20,visit,,
1969,4/2/20,visit,,
1969,4/2/20,visit,,
1969,4/1/20,visit,,
1969,4/1/20,purchase,64900,32450
1969,3/29/20,visit,,
1969,3/30/20,visit,,
1754,4/1/20,visit,,
1754,3/31/20,visit,,
1754,3/31/20,visit,,
1737,3/31/20,visit,,
1737,4/3/20,visit,,
1737,4/3/20,visit,,
1737,4/1/20,visit,,
1737,4/4/20,visit,,
2184,3/29/20,visit,,
2190,3/30/20,visit,,
2190,4/3/20,visit,,
2190,3/31/20,visit,,
2190,4/4/20,visit,,
2190,4/4/20,purchase,82800,34776
2190,3/31/20,visit,,
2190,3/31/20,purchase,51000,33660
2190,4/1/20,visit,,
2190,4/2/20,visit,,
2190,3/30/20,visit,,
1798,4/2/20,visit,,
1798,4/2/20,visit,,
1798,4/3/20,visit,,
1798,4/4/20,visit,,
1798,4/4/20,purchase,61000,20740
1798,3/29/20,visit,,
1798,4/1/20,visit,,
1798,4/4/20,visit,,
1798,3/30/20,visit,,
1951,4/4/20,visit,,
1951,4/4/20,visit,,
1951,4/2/20,visit,,
1951,3/30/20,visit,,
1951,3/30/20,purchase,22400,9408
2087,3/29/20,visit,,
2087,3/30/20,visit,,
2066,3/31/20,visit,,
1880,4/3/20,visit,,
1880,3/29/20,visit,,
1880,4/4/20,visit,,
1880,4/4/20,purchase,135900,100566
1880,4/4/20,visit,,
1880,3/29/20,visit,,
1880,3/30/20,visit,,
1880,4/4/20,visit,,
1880,4/4/20,purchase,195400,93792
1880,4/2/20,visit,,
2187,3/30/20,visit,,
2187,4/3/20,visit,,
2187,4/3/20,purchase,126100,42874
2187,4/1/20,visit,,
2187,4/2/20,visit,,
2187,3/31/20,visit,,
2187,3/31/20,purchase,54200,37398
2187,4/3/20,visit,,
2187,4/4/20,visit,,
1736,4/4/20,visit,,
1736,3/31/20,visit,,
2156,4/2/20,visit,,
2156,4/4/20,visit,,
2156,4/3/20,visit,,
2156,4/1/20,visit,,
2156,4/4/20,visit,,
1996,4/2/20,visit,,
1996,3/31/20,visit,,
1996,3/29/20,visit,,
1996,3/29/20,purchase,103000,67980
1996,3/29/20,visit,,
1996,3/29/20,purchase,67900,35308
1996,3/30/20,visit,,
1996,3/30/20,purchase,134700,44451
2113,4/3/20,visit,,
2113,4/2/20,visit,,
2113,4/2/20,purchase,34900,16752
2113,3/30/20,visit,,
2113,3/30/20,purchase,41500,24900
2113,4/2/20,visit,,
2113,4/3/20,visit,,
1761,4/4/20,visit,,
1761,3/29/20,visit,,
1761,4/2/20,visit,,
1761,4/1/20,visit,,
1761,4/3/20,visit,,
1761,4/3/20,purchase,73800,25092
1761,4/2/20,visit,,
1927,4/4/20,visit,,
1927,3/30/20,visit,,
1927,3/30/20,visit,,
1927,3/29/20,visit,,
1927,3/29/20,purchase,198500,140935
2154,4/3/20,visit,,
2154,4/4/20,visit,,
2154,4/4/20,purchase,118000,87320
2154,3/31/20,visit,,
2154,3/31/20,visit,,
2154,3/30/20,visit,,
2154,4/1/20,visit,,
2154,4/4/20,visit,,
2154,3/31/20,visit,,
2154,3/31/20,visit,,
2162,4/1/20,visit,,
2162,4/3/20,visit,,
2162,3/30/20,visit,,
2162,4/3/20,visit,,
2162,4/1/20,visit,,
2162,4/1/20,purchase,87400,63802
2162,3/30/20,visit,,
2162,4/3/20,visit,,
2162,3/29/20,visit,,
2169,3/30/20,visit,,
2169,4/2/20,visit,,
2169,4/1/20,visit,,
2169,4/1/20,purchase,10400,3848
2169,4/1/20,visit,,
1925,4/3/20,visit,,
1925,3/29/20,visit,,
1905,4/2/20,visit,,
1905,3/29/20,visit,,
1833,3/30/20,visit,,
1833,4/2/20,visit,,
2109,3/29/20,visit,,
2109,4/1/20,visit,,
1765,3/30/20,visit,,
1765,3/29/20,visit,,
1765,3/29/20,visit,,
1765,4/4/20,visit,,
1765,4/3/20,visit,,
1765,3/31/20,visit,,
1765,3/31/20,visit,,
1821,3/29/20,visit,,
1821,4/3/20,visit,,
1821,4/3/20,visit,,
1821,3/29/20,visit,,
1821,4/2/20,visit,,
1963,4/2/20,visit,,
1963,3/31/20,visit,,
1963,3/30/20,visit,,
1963,4/2/20,visit,,
1963,4/2/20,purchase,81800,21268
1963,4/4/20,visit,,
1963,4/1/20,visit,,
1963,4/2/20,visit,,
1963,4/3/20,visit,,
1963,4/3/20,visit,,
1963,4/3/20,purchase,136000,91120
2099,4/3/20,visit,,
2099,4/3/20,purchase,42100,30312
2099,4/3/20,visit,,
2099,4/2/20,visit,,
2099,4/3/20,visit,,
2043,3/29/20,visit,,
2043,4/2/20,visit,,
2043,3/29/20,visit,,
2043,3/29/20,purchase,126400,53088
1981,4/1/20,visit,,
1981,3/31/20,visit,,
1981,4/2/20,visit,,
1981,3/29/20,visit,,
1981,3/31/20,visit,,
1981,4/2/20,visit,,
1739,3/31/20,visit,,
1739,3/31/20,visit,,
1772,4/2/20,visit,,
1772,4/2/20,visit,,
1772,3/30/20,visit,,
1707,3/31/20,visit,,
1707,3/31/20,purchase,144300,109668
1707,4/1/20,visit,,
1707,4/1/20,purchase,123500,81510
1707,3/31/20,visit,,
1707,3/30/20,visit,,
1707,3/31/20,visit,,
1707,3/31/20,purchase,49500,15345
1707,4/4/20,visit,,
1707,4/4/20,visit,,
1707,3/30/20,visit,,
1999,4/3/20,visit,,
1999,3/30/20,visit,,
1999,3/30/20,purchase,143400,57360
2082,4/1/20,visit,,
2082,4/1/20,purchase,93700,40291
2082,3/30/20,visit,,
2082,4/1/20,visit,,
2082,4/1/20,purchase,77300,26282
2082,4/1/20,visit,,
2082,4/1/20,visit,,
2082,3/30/20,visit,,
2082,3/30/20,visit,,
2082,3/30/20,purchase,136400,53196
2082,3/31/20,visit,,
2082,3/29/20,visit,,
2000,4/1/20,visit,,
2000,3/31/20,visit,,
2000,3/31/20,purchase,11800,7552
2000,4/2/20,visit,,
2199,4/2/20,visit,,
2199,4/4/20,visit,,
2199,3/30/20,visit,,
2199,3/30/20,purchase,24600,13776
1868,3/30/20,visit,,
1868,3/30/20,visit,,
1868,3/30/20,visit,,
1868,3/30/20,purchase,63100,46694
1868,4/4/20,visit,,
1868,3/31/20,visit,,
1868,4/2/20,visit,,
1868,4/2/20,visit,,
2074,4/3/20,visit,,
2074,4/2/20,visit,,
2074,4/2/20,purchase,77100,19275
2074,4/4/20,visit,,
2074,4/3/20,visit,,
2074,4/3/20,visit,,
2074,4/2/20,visit,,
2074,4/2/20,purchase,93400,54172
1830,3/30/20,visit,,
1830,4/2/20,visit,,
1830,3/31/20,visit,,
1830,4/1/20,visit,,
1830,4/1/20,purchase,158600,96746
1900,3/29/20,visit,,
1900,4/2/20,visit,,
1900,3/31/20,visit,,
1900,4/4/20,visit,,
1787,4/2/20,visit,,
1703,4/2/20,visit,,
1703,4/1/20,visit,,
1703,3/31/20,visit,,
1703,4/4/20,visit,,
1703,4/3/20,visit,,
1703,4/3/20,purchase,58800,44100
1703,4/2/20,visit,,
1703,4/1/20,visit,,
2174,3/31/20,visit,,
2174,4/4/20,visit,,
2174,4/4/20,purchase,153600,72192
2174,4/3/20,visit,,
2174,3/30/20,visit,,
2174,3/31/20,visit,,
2174,3/31/20,purchase,72600,25410
2174,4/3/20,visit,,
2174,4/2/20,visit,,
1760,3/31/20,visit,,
1760,3/31/20,purchase,66100,46270
1760,3/31/20,visit,,
1760,3/31/20,visit,,
1760,3/30/20,visit,,
1760,3/31/20,visit,,
1760,4/4/20,visit,,
1760,4/4/20,purchase,92000,32200
1760,4/2/20,visit,,
1760,3/29/20,visit,,
1760,4/1/20,visit,,
1814,3/31/20,visit,,
1814,3/29/20,visit,,
1814,4/1/20,visit,,
1814,3/29/20,visit,,
1814,3/29/20,visit,,
1814,4/3/20,visit,,
1814,4/3/20,visit,,
1814,4/3/20,purchase,82700,39696
1814,4/1/20,visit,,
2075,3/30/20,visit,,
2075,4/1/20,visit,,
2075,3/29/20,visit,,
2075,3/29/20,visit,,
2075,3/29/20,purchase,12500,5875
1915,3/31/20,visit,,
2012,3/30/20,visit,,
2012,4/4/20,visit,,
2012,3/31/20,visit,,
2012,4/2/20,visit,,
2012,4/4/20,visit,,
1979,3/30/20,visit,,
1979,3/30/20,visit,,
1979,4/3/20,visit,,
1979,4/3/20,purchase,40800,18768
1979,4/2/20,visit,,
1979,4/1/20,visit,,
1979,3/29/20,visit,,
1979,3/29/20,purchase,55900,18447
2175,4/3/20,visit,,
2175,4/2/20,visit,,
2175,3/29/20,visit,,
2175,3/31/20,visit,,
1763,4/1/20,visit,,
1763,4/3/20,visit,,
2037,4/3/20,visit,,
2037,4/3/20,visit,,
2037,4/4/20,visit,,
2037,3/31/20,visit,,
2037,4/2/20,visit,,
2037,4/1/20,visit,,
2037,4/1/20,purchase,95500,33425
2037,4/3/20,visit,,
2037,3/29/20,visit,,
2037,4/4/20,visit,,
2022,4/1/20,visit,,
2022,4/2/20,visit,,
2022,4/4/20,visit,,
2022,4/3/20,visit,,
2022,4/3/20,purchase,17400,6612
2022,3/30/20,visit,,
2022,4/1/20,visit,,
2022,4/1/20,visit,,
2022,4/2/20,visit,,
2022,4/2/20,purchase,93300,32655
2022,3/30/20,visit,,
1964,3/30/20,visit,,
1964,3/29/20,visit,,
1964,3/29/20,purchase,74400,20088
1964,3/29/20,visit,,
1964,3/31/20,visit,,
1964,3/30/20,visit,,
1964,3/30/20,visit,,
2040,3/31/20,visit,,
2040,4/1/20,visit,,
2040,4/3/20,visit,,
2127,4/3/20,visit,,
2127,4/2/20,visit,,
2127,3/30/20,visit,,
2127,4/1/20,visit,,
2127,4/1/20,visit,,
2127,4/1/20,purchase,56500,20340
2127,3/31/20,visit,,
2196,3/30/20,visit,,
2196,3/30/20,purchase,140200,84120
2196,3/29/20,visit,,
1930,4/3/20,visit,,
1930,4/3/20,purchase,86800,27776
1930,3/29/20,visit,,
1877,4/4/20,visit,,
1877,3/31/20,visit,,
1877,4/1/20,visit,,
1877,3/30/20,visit,,
1740,3/29/20,visit,,
1740,3/31/20,visit,,
1740,4/4/20,visit,,
1740,3/31/20,visit,,
1729,4/3/20,visit,,
1729,3/29/20,visit,,
1729,3/29/20,visit,,
1729,4/1/20,visit,,
1729,3/29/20,visit,,
1729,3/31/20,visit,,
1729,3/31/20,purchase,100900,27243
1729,4/4/20,visit,,
1729,4/4/20,visit,,
1690,4/2/20,visit,,
1690,4/2/20,visit,,
1690,4/4/20,visit,,
1690,4/4/20,visit,,
1690,3/29/20,visit,,
1690,3/29/20,purchase,32600,20212
1690,3/30/20,visit,,
1690,3/29/20,visit,,
1690,3/29/20,purchase,135800,52962
1690,4/4/20,visit,,
1690,4/4/20,visit,,
1690,4/4/20,purchase,31100,12129
1871,3/31/20,visit,,
1871,3/31/20,purchase,39600,16632
2025,4/1/20,visit,,
2025,3/31/20,visit,,
1721,4/3/20,visit,,
2144,3/29/20,visit,,
2144,4/3/20,visit,,
1987,4/2/20,visit,,
1781,3/29/20,visit,,
1781,3/29/20,purchase,32400,11016
1781,3/29/20,visit,,
1781,3/30/20,visit,,
1781,4/4/20,visit,,
1781,4/3/20,visit,,
1781,3/30/20,visit,,
1781,3/30/20,purchase,29500,8850
1781,3/30/20,visit,,
1781,3/30/20,purchase,94400,54752
2001,4/1/20,visit,,
2001,4/1/20,visit,,
2001,4/2/20,visit,,
2001,4/4/20,visit,,
2068,4/4/20,visit,,
2068,4/1/20,visit,,
2068,4/1/20,visit,,
2068,4/1/20,purchase,89300,23218
2068,3/30/20,visit,,
2068,3/30/20,purchase,77300,44834
2100,4/2/20,visit,,
2100,4/2/20,purchase,116300,77921
1957,4/3/20,visit,,
1957,3/29/20,visit,,
1957,3/29/20,visit,,
1957,3/29/20,visit,,
2218,3/31/20,visit,,
2218,3/30/20,visit,,
2218,3/29/20,visit,,
2218,3/31/20,visit,,
2218,3/31/20,purchase,146800,46976
2218,3/31/20,visit,,
2218,3/31/20,purchase,36000,11880
2218,3/31/20,visit,,
1991,4/4/20,visit,,
1991,4/4/20,visit,,
1991,4/1/20,visit,,
1991,3/31/20,visit,,
1991,4/1/20,visit,,
1991,4/1/20,purchase,137300,52174
1991,4/2/20,visit,,
1991,4/1/20,visit,,
1991,4/1/20,purchase,74700,38844
2097,4/3/20,visit,,
2097,4/2/20,visit,,
2097,3/30/20,visit,,
2097,3/31/20,visit,,
2097,3/31/20,purchase,35300,15179
2097,4/2/20,visit,,
2097,4/3/20,visit,,
2097,3/31/20,visit,,
2097,3/29/20,visit,,
2097,4/1/20,visit,,
2182,3/31/20,visit,,
2182,4/4/20,visit,,
2182,3/30/20,visit,,
2182,3/29/20,visit,,
2182,4/3/20,visit,,
2182,4/2/20,visit,,
2182,3/29/20,visit,,
2182,4/1/20,visit,,
1894,4/2/20,visit,,
1894,3/31/20,visit,,
1916,3/29/20,visit,,
1916,3/30/20,visit,,
1916,4/1/20,visit,,
1916,3/30/20,visit,,
1916,3/31/20,visit,,
2139,4/3/20,visit,,
1847,3/30/20,visit,,
1847,4/4/20,visit,,
2018,4/2/20,visit,,
2018,4/2/20,purchase,17300,12283
2018,3/30/20,visit,,
2018,4/3/20,visit,,
2018,3/29/20,visit,,
2018,4/2/20,visit,,
2018,4/2/20,purchase,53600,34840
2018,4/4/20,visit,,
2018,3/30/20,visit,,
2101,4/1/20,visit,,
2101,4/1/20,purchase,169500,59325
2101,4/1/20,visit,,
2101,4/3/20,visit,,
2101,4/3/20,purchase,215400,101238
2101,4/1/20,visit,,
2101,4/1/20,purchase,108000,35640
2101,4/1/20,visit,,
2101,4/1/20,visit,,
2101,4/3/20,visit,,
2131,4/3/20,visit,,
2131,4/1/20,visit,,
2131,4/1/20,purchase,14200,8236
2131,4/4/20,visit,,
2131,4/4/20,visit,,
1706,4/4/20,visit,,
1706,3/31/20,visit,,
1706,3/31/20,purchase,72300,25305
1706,4/4/20,visit,,
1706,3/31/20,visit,,
1706,3/31/20,purchase,182700,96831
1706,3/30/20,visit,,
1706,4/3/20,visit,,
1706,4/3/20,visit,,
1706,4/3/20,purchase,53700,35979
1706,3/30/20,visit,,
1706,3/30/20,visit,,
1706,3/30/20,purchase,198900,125307
2208,4/2/20,visit,,
2208,3/29/20,visit,,
2208,3/30/20,visit,,
2208,4/2/20,visit,,
2208,3/30/20,visit,,
2208,4/4/20,visit,,
2208,3/31/20,visit,,
2208,4/4/20,visit,,
2208,4/3/20,visit,,
2028,4/1/20,visit,,
2028,4/4/20,visit,,
2028,4/2/20,visit,,
2028,4/2/20,purchase,79300,32513
1767,3/31/20,visit,,
1767,3/31/20,purchase,129900,45465
1767,3/29/20,visit,,
1767,3/29/20,purchase,108300,38988
1767,3/30/20,visit,,
1767,3/30/20,purchase,42600,22578
1767,4/3/20,visit,,
1965,4/3/20,visit,,
1965,3/31/20,visit,,
1838,4/2/20,visit,,
1838,3/30/20,visit,,
1838,3/30/20,purchase,64300,46939
1838,4/3/20,visit,,
1838,3/30/20,visit,,
2067,4/4/20,visit,,
2067,4/2/20,visit,,
2041,3/30/20,visit,,
2041,3/30/20,purchase,147100,110325
1701,4/4/20,visit,,
1701,4/2/20,visit,,
1701,3/29/20,visit,,
1701,3/29/20,purchase,113000,41810
1701,4/3/20,visit,,
1701,3/29/20,visit,,
1701,4/2/20,visit,,
1701,4/2/20,visit,,
1701,3/31/20,visit,,
1704,4/3/20,visit,,
1704,4/2/20,visit,,
1704,4/2/20,purchase,105300,70551
1704,3/31/20,visit,,
1704,3/29/20,visit,,
1704,3/30/20,visit,,
1704,4/4/20,visit,,
1704,4/1/20,visit,,
1704,4/2/20,visit,,
1704,4/2/20,purchase,73600,27232
2125,4/1/20,visit,,
1913,4/2/20,visit,,
1913,4/2/20,visit,,
1913,4/1/20,visit,,
1913,4/2/20,visit,,
1909,3/31/20,visit,,
1909,3/30/20,visit,,
1909,4/4/20,visit,,
1909,4/4/20,visit,,
1909,3/29/20,visit,,
1966,3/29/20,visit,,
1966,3/29/20,purchase,35100,23166
1952,4/2/20,visit,,
1952,4/1/20,visit,,
1952,4/1/20,purchase,35500,9230
1952,4/2/20,visit,,
2019,3/31/20,visit,,
2019,3/31/20,visit,,
2019,3/29/20,visit,,
2019,3/31/20,visit,,
2019,3/30/20,visit,,
1908,3/31/20,visit,,
1908,4/1/20,visit,,
1908,3/29/20,visit,,
1908,4/4/20,visit,,
1908,4/2/20,visit,,
1908,4/4/20,visit,,
1908,3/31/20,visit,,
2203,4/1/20,visit,,
2203,4/2/20,visit,,
2203,3/30/20,visit,,
2203,3/30/20,visit,,
2203,4/1/20,visit,,
2203,3/30/20,visit,,
2203,4/1/20,visit,,
2203,3/31/20,visit,,
2203,3/31/20,purchase,119300,82317
2203,4/2/20,visit,,
1730,3/30/20,visit,,
1730,3/31/20,visit,,
1863,3/30/20,visit,,
1863,4/3/20,visit,,
1863,4/1/20,visit,,
1863,3/29/20,visit,,
1863,3/29/20,purchase,86700,32946
1863,3/29/20,visit,,
1863,3/29/20,visit,,
1863,4/1/20,visit,,
2140,4/2/20,visit,,
2140,3/30/20,visit,,
2140,3/30/20,purchase,122600,44136
2140,4/2/20,visit,,
2140,4/1/20,visit,,
2140,4/2/20,visit,,
2140,3/31/20,visit,,
2140,4/3/20,visit,,
2027,3/31/20,visit,,
2027,4/2/20,visit,,
2027,3/29/20,visit,,
2027,3/30/20,visit,,
1771,4/2/20,visit,,
1771,4/2/20,visit,,
1771,4/3/20,visit,,
1771,3/29/20,visit,,
1771,3/29/20,visit,,
1771,4/4/20,visit,,
1771,4/4/20,purchase,92100,69075
1932,4/2/20,visit,,
1932,4/2/20,visit,,
2006,4/1/20,visit,,
2006,3/30/20,visit,,
1933,3/29/20,visit,,
1933,3/29/20,purchase,82400,32960
1933,4/3/20,visit,,
1933,4/4/20,visit,,
1933,4/3/20,visit,,
1933,4/2/20,visit,,
1933,3/30/20,visit,,
1933,4/4/20,visit,,
1933,4/4/20,purchase,16700,12692
1933,4/3/20,visit,,
1933,3/31/20,visit,,
1933,3/31/20,purchase,30800,13244
1769,4/4/20,visit,,
1769,4/4/20,purchase,93800,49714
1769,4/1/20,visit,,
1769,3/29/20,visit,,
1769,3/29/20,purchase,140600,42180
2158,4/3/20,visit,,
2158,4/4/20,visit,,
2158,4/4/20,purchase,68600,17836
2158,3/30/20,visit,,
2158,3/31/20,visit,,
2158,3/31/20,purchase,146400,101016
2158,3/30/20,visit,,
1959,3/31/20,visit,,
1959,4/3/20,visit,,
1959,4/1/20,visit,,
1959,3/29/20,visit,,
1959,3/30/20,visit,,
1755,4/4/20,visit,,
1755,4/4/20,purchase,81100,39739
1755,4/1/20,visit,,
1755,4/1/20,visit,,
1755,3/30/20,visit,,
2191,4/2/20,visit,,
1989,3/29/20,visit,,
1989,3/29/20,visit,,
1989,3/31/20,visit,,
1989,3/29/20,visit,,
1989,4/3/20,visit,,
1989,4/2/20,visit,,
1989,4/2/20,visit,,
1989,4/4/20,visit,,
1989,3/29/20,visit,,
1827,4/2/20,visit,,
1827,4/1/20,visit,,
1827,4/1/20,purchase,60700,23066
1827,3/29/20,visit,,
1827,3/29/20,purchase,95600,69788
1827,4/4/20,visit,,
1827,4/4/20,purchase,33900,23391
1827,3/31/20,visit,,
1827,4/2/20,visit,,
1815,3/31/20,visit,,
1815,3/31/20,purchase,77900,38950
1815,3/31/20,visit,,
1815,3/31/20,purchase,98800,57304
1815,4/4/20,visit,,
1815,3/29/20,visit,,
1815,3/29/20,visit,,
1815,3/30/20,visit,,
1815,3/31/20,visit,,
1815,3/31/20,purchase,32700,19620
1815,4/1/20,visit,,
1815,4/1/20,visit,,
1689,3/29/20,visit,,
1689,3/29/20,visit,,
1689,3/29/20,purchase,131800,85670
1689,4/3/20,visit,,
1689,4/3/20,visit,,
1689,3/30/20,visit,,
1689,3/29/20,visit,,
1689,4/1/20,visit,,
1689,4/1/20,visit,,
1689,3/30/20,visit,,
1689,3/30/20,purchase,120800,51944
2217,4/4/20,visit,,
2217,4/3/20,visit,,
2217,4/3/20,purchase,133900,36153
2217,4/3/20,visit,,
2217,3/29/20,visit,,
2217,4/3/20,visit,,
2217,4/1/20,visit,,
2217,4/1/20,visit,,
2217,4/1/20,purchase,133200,67932
2217,3/29/20,visit,,
1799,3/31/20,visit,,
1799,3/31/20,purchase,40600,30450
1799,4/1/20,visit,,
1799,4/4/20,visit,,
1799,4/3/20,visit,,
2069,4/4/20,visit,,
2069,4/4/20,visit,,
2069,4/4/20,purchase,78900,44973
2069,4/2/20,visit,,
2069,4/2/20,visit,,
2069,3/29/20,visit,,
2069,3/30/20,visit,,
2069,4/4/20,visit,,
2069,3/30/20,visit,,
2069,3/30/20,purchase,34600,11072
2069,4/3/20,visit,,
2176,4/1/20,visit,,
2176,4/3/20,visit,,
2176,3/30/20,visit,,
2176,3/30/20,purchase,90500,48870
2176,3/30/20,visit,,
2176,3/30/20,purchase,37400,16456
2176,3/29/20,visit,,
2176,3/29/20,purchase,44200,29172
2176,3/30/20,visit,,
2091,4/4/20,visit,,
2091,4/4/20,purchase,17800,8900
2091,4/1/20,visit,,
2091,4/2/20,visit,,
2091,4/3/20,visit,,
2091,4/1/20,visit,,
2091,3/29/20,visit,,
2091,3/29/20,visit,,
1962,4/4/20,visit,,
1962,4/3/20,visit,,
1943,4/3/20,visit,,
1943,4/1/20,visit,,
1943,4/2/20,visit,,
1943,4/2/20,purchase,71100,19908
1943,4/3/20,visit,,
1943,4/1/20,visit,,
1943,4/1/20,purchase,89100,40095
1943,4/3/20,visit,,
1943,3/30/20,visit,,
1943,3/31/20,visit,,
